"","X_id","Institution.Name","Institution.Address","Outbreak.Setting","Type.of.Outbreak","Causative.Agent.1","Causative.Agent.2","Date.Outbreak.Began","Date.Declared.Over","Active"
"893",893,"Chartwell Grenadier Retirement Residence - A0, A3, A5, & C5","2100 Bloor Street W","Retirement Home","Respiratory","COVID-19","","2022-04-11","2022-05-16","N"
"894",894,"Sunnybrook Health Sciences Centre - Bayview Campus -","2075 Bayview Avenue - Unit PICU","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-11","2022-04-24","N"
"895",895,"Unity Health Toronto - St. Joseph's - 3M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-11","2022-04-30","N"
"896",896,"Sunnybrook Health Sciences Centre - Bayview Campus - D5","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-10","2022-04-20","N"
"897",897,"University Health Network - Princess Margaret - 14A","610 University Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-10","2022-04-27","N"
"898",898,"Unity Health Toronto - St. Joseph's - 2LM","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-09","2022-04-18","N"
"899",899,"Better Living at Thompson House - 3rd Fl","1 Overland Dr","LTCH","Respiratory","COVID-19","","2022-04-08","2022-05-27","N"
"900",900,"Hazelton Place Retirement Residence -","111 Avenue Rd - Lower Lobby Staff Break Rm","Retirement Home","Respiratory","COVID-19","","2022-04-08","2022-04-27","N"
"901",901,"Sunnybrook Health Sciences Centre - Bayview Campus - B4","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-08","2022-04-25","N"
"902",902,"Fieldstone Commons Care Community - Unit 4A","1000 Ellesmere Rd","LTCH","Respiratory","COVID-19","","2022-04-07","2022-04-25","N"
"903",903,"Marynard Nursing Home - 2nd Fl","28 Halton St.","LTCH","Respiratory","Coronavirus*","","2022-04-07","2022-04-13","N"
"904",904,"Norwood Nursing Home - 1st & 2nd Fl","122 Tyndall Ave","LTCH","Respiratory","COVID-19","","2022-04-07","2022-04-24","N"
"905",905,"Weston Terrace Care Community - 3A","2005 Lawrence Ave W","LTCH","Respiratory","COVID-19","","2022-04-07","2022-05-02","N"
"906",906,"Chartwell Scarlett Heights Retirement Residence - 7th Fl","4005 Eglinton Avenue W","Retirement Home","Respiratory","COVID-19","","2022-04-06","2022-04-19","N"
"907",907,"Forest Hill Place - Dining Area","645 Castlefield Ave","Retirement Home","Respiratory","COVID-19","","2022-04-06","2022-04-26","N"
"908",908,"Kensington Gardens - North Building - 1E & 2E","45 Brunswick Ave","LTCH","Respiratory","Coronavirus*","","2022-04-06","2022-04-22","N"
"909",909,"Rayoak Place","1340 York Mills Rd","Retirement Home","Respiratory","COVID-19","","2022-04-06","2022-05-05","N"
"910",910,"Sunnybrook Health Sciences Centre - St. John's Rehab - A1","285 Cummer Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-04-06","2022-04-24","N"
"911",911,"Sunnybrook Health Sciences Centre - St. John's Rehab - A4","285 Cummer Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-04-06","2022-04-18","N"
"912",912,"The Briton House - North Tower & South Tower","700 & 720 Mount Pleasant Road","Retirement Home","Respiratory","COVID-19","","2022-04-06","2022-05-04","N"
"913",913,"Centre for Addiction and Mental Health - Queen Site -","1001 Queen Street West - Unit PRT7","Hospital-Psychiatric","Respiratory","COVID-19","","2022-04-05","2022-04-19","N"
"914",914,"North York General Hospital - Seniors' Health Centre -","2 Buchan Crt - 4th Fl","LTCH","Respiratory","COVID-19","","2022-04-05","2022-04-18","N"
"915",915,"Sunnybrook Health Sciences Centre - St. John's Rehab - A3","285 Cummer Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-04-05","2022-04-15","N"
"916",916,"Eatonville Care Centre - Etobicoke - 3rd - 5th Fls & Kitchen","420 The East Mall","LTCH","Respiratory","COVID-19","","2022-04-04","2022-04-30","N"
"917",917,"Extendicare Guildwood - West Wing, East Spur 2 & Main Kitchen","60 Guildwood Pky","LTCH","Respiratory","COVID-19","","2022-04-04","2022-06-04","N"
"918",918,"Lakeshore Lodge - 2 North","3197 Lakeshore Blvd","LTCH","Respiratory","COVID-19","","2022-04-04","2022-05-06","N"
"919",919,"Michael Garron Hospital - B3","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-04","2022-04-13","N"
"920",920,"One Kenton Place - Basement","1-3 Kenton Dr","Retirement Home","Respiratory","COVID-19","","2022-04-04","2022-04-12","N"
"921",921,"Sunnybrook Health Sciences Centre - Bayview Campus -","2075 Bayview Avenue - K1C & K1E","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-04","2022-04-14","N"
"922",922,"Scarborough Health Network - Centenary - 9E","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-03","2022-04-14","N"
"923",923,"Weston Gardens Retirement Residence - 2nd & 4th Fl","303 Queens Dr","Retirement Home","Respiratory","COVID-19","","2022-04-02","2022-05-09","N"
"924",924,"Bradgate Arms - 5th Fl","54 Foxbar Rd","Retirement Home","Respiratory","COVID-19","","2022-04-01","2022-04-24","N"
"925",925,"Fudger House - 2E & 3W","439 Sherbourne St","LTCH","Respiratory","COVID-19","","2022-04-01","2022-05-08","N"
"926",926,"North York General Hospital - General Site - 3W","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-01","2022-04-15","N"
"927",927,"Sunnybrook Health Sciences Centre - St. John's Rehab - A2","285 Cummer Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-04-01","2022-04-23","N"
"928",928,"Baycrest Apotex Centre - Jewish Home for the Aged - 5GS","3560 Bathurst St","LTCH","Respiratory","COVID-19","","2022-03-31","2022-04-11","N"
"929",929,"Chartwell Lansing Retirement Residence","10 Senlac Rd","Retirement Home","Respiratory","COVID-19","","2022-03-31","2022-04-17","N"
"930",930,"Chartwell Westbury Long Term Care Residence - 6th Fl","495 The West Mall","LTCH","Respiratory","COVID-19","","2022-03-31","2022-04-11","N"
"931",931,"The Heritage Nursing Home - 3rd Fl","1195 Queen St E","LTCH","Respiratory","COVID-19","","2022-03-31","2022-05-11","N"
"932",932,"The O'Neill Centre - Basement, 2nd , 3rd, 4th & 5th Fl","33 Christie St","LTCH","Respiratory","COVID-19","","2022-03-31","2022-06-01","N"
"933",933,"Unity Health Toronto - St. Joseph's - 4L","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-03-31","2022-04-12","N"
"934",934,"Michael Garron Hospital - A3","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-03-30","2022-04-05","N"
"935",935,"Craiglee Nursing Home","102 Craiglee Dr","LTCH","Respiratory","COVID-19","","2022-03-29","2022-05-02","N"
"936",936,"Greenview Lodge - 2nd Fl","880 Lawrence Avenue","Retirement Home","Respiratory","COVID-19","","2022-03-29","2022-04-21","N"
"937",937,"Harold and Grace Baker Centre LTCH - A Wing","1 Northwestern Ave","LTCH","Respiratory","COVID-19","","2022-03-29","2022-05-20","N"
"938",938,"Midland Gardens Care Community","130 Midland Ave","LTCH","Respiratory","COVID-19","","2022-03-29","2022-05-10","N"
"939",939,"Castleview Wychwood Tower - 6C","351 Christie St","LTCH","Enteric","Norovirus-like","","2022-03-28","2022-04-02","N"
"940",940,"Copernicus Lodge - 4 North","66 Roncesvalles Ave","LTCH","Respiratory","COVID-19","","2022-03-28","2022-05-13","N"
"941",941,"Donway Place - 4th Fl (SP)","8 The Donway E","Retirement Home","Respiratory","COVID-19","","2022-03-28","2022-05-02","N"
"942",942,"Extendicare Bayview","550 Cummer Ave","LTCH","Respiratory","COVID-19","","2022-03-28","2022-04-29","N"
"943",943,"Maynard Nursing Home","28 Halton St","LTCH","Respiratory","COVID-19","","2022-03-25","2022-05-17","N"
"944",944,"Suomi Koti Nursing Home - 7th Fl","795 Eglinton Ave E","LTCH","Respiratory","COVID-19","","2022-03-25","2022-04-20","N"
"945",945,"Unity Health Toronto - St. Joseph's - 4M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-03-25","2022-04-27","N"
"946",946,"Sage Care Retirement Home - Pod ABC","147 Elder Street","Retirement Home","Respiratory","COVID-19","","2022-03-24","2022-04-22","N"
"947",947,"Sunnybrook Health Sciences Centre - Bayview Campus - C6","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-03-23","2022-03-29","N"
"948",948,"Castleview Wychwood Towers - 3W","351 Christie St","LTCH","Respiratory","COVID-19","","2022-03-22","2022-05-17","N"
"949",949,"Delmanor Prince Edward","4180 Dundas Street W","Retirement Home","Respiratory","COVID-19","","2022-03-22","2022-04-04","N"
"950",950,"Kipling Acres - 2N","2233 Kipling Ave","LTCH","Respiratory","COVID-19","","2022-03-22","2022-05-24","N"
"951",951,"Centre for Addiction and Mental Health - Unit 3-3","1001 Queen Street West","Hospital-Psychiatric","Respiratory","COVID-19","","2022-03-21","2022-03-31","N"
"952",952,"Deerwood Creek Care Community - Unit 3A","70 Humberline Dr","LTCH","Respiratory","COVID-19","","2022-03-21","2022-04-11","N"
"953",953,"Southlake Regional Health Centre - 5 East","2111 Finch Ave W","Hospital-Chronic Care","Respiratory","COVID-19","","2022-03-21","2022-04-11","N"
"954",954,"Chartwell Gibson Retirement Residence - 2nd & 3rd Fl","1955 Steeles Ave E","Retirement Home","Respiratory","COVID-19","","2022-03-19","2022-03-31","N"
"955",955,"Nisbet Lodge - 3rd Fl","740 Pape Ave","LTCH","Respiratory","COVID-19","","2022-03-18","2022-04-22","N"
"956",956,"Sunnybrook Health Sciences Centre - LSSW","2075 Bayview Ave","LTCH","Respiratory","Respiratory syncytial virus","","2022-03-18","2022-03-28","N"
"957",957,"Lakeside Long Term Care Centre - 1st Fl","150 Dunn Ave","LTCH","Respiratory","COVID-19","","2022-03-17","2022-03-27","N"
"958",958,"St. George Care Community - Kitchen","225 St. George St","LTCH","Respiratory","COVID-19","","2022-03-17","2022-03-28","N"
"959",959,"Wesburn Manor - 2N, 3N & 3S","400 The West Mall","LTCH","Respiratory","COVID-19","","2022-03-17","2022-04-12","N"
"960",960,"Midland Gardens Care Community - 5th Fl","130 Midland Ave","LTCH","Enteric","Unable to identify","","2022-03-15","2022-03-25","N"
"961",961,"Bendale Acres - 3rd Fl","2920 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-03-14","2022-04-26","N"
"962",962,"Michael Garron Hospital - Withdrawal Management Unit","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-03-14","2022-03-15","N"
"963",963,"Fairview Nursing Home - Schlegel Villages - 2nd Fl","14 Cross St","LTCH","Respiratory","COVID-19","","2022-03-12","2022-05-09","N"
"964",964,"Scarborough Health Network - Centenary - 3W -","2867 Ellesmere Road - Complex Continuing Care","Hospital-Acute Care","Respiratory","COVID-19","","2022-03-11","2022-03-24","N"
"965",965,"The Village of Humber Heights - Emma, Williamsburg East & West, Becker 3rd, 4th, 5th Fl & Egerton","2245 Lawrence Avenue West","Retirement Home","Respiratory","COVID-19","","2022-03-11","2022-05-30","N"
"966",966,"Cedarbrook Lodge Retirement Residence - 4th Fl","520 Markham Road","LTCH","Respiratory","COVID-19","","2022-03-10","2022-03-29","N"
"967",967,"Isabel and Arthur Meighen Manor - Lawrence Unit","155 Millwood Road","LTCH","Enteric","Norovirus-like","","2022-03-07","2022-03-23","N"
"968",968,"Scarborough Health Network - Centenary - 9W","2867 Ellesmere Road -General Medicine Unit","Hospital-Acute Care","Respiratory","COVID-19","","2022-03-07","2022-03-18","N"
"969",969,"Rekai Centre - Sherbourne Place - Ground Fl -","345 Sherbourne St - Management Office & Craft Rm","LTCH","Respiratory","COVID-19","","2022-03-05","2022-03-29","N"
"970",970,"The O'Neill Centre- 5th Fl","33 Christie St","LTCH","Respiratory","COVID-19","","2022-03-05","2022-03-28","N"
"971",971,"The Salvation Army - Toronto Grace Health Centre -","650 Dixon Rd - Specialized Care Centre","Hospital-Chronic Care","Respiratory","COVID-19","","2022-03-05","2022-03-20","N"
"972",972,"Harmony Hills Care Community - 2B","1800 O'Connor Dr","LTCH","Enteric","Norovirus-like","","2022-03-04","2022-03-16","N"
"973",973,"Labdara Lithuanian Nursing Home - 2nd Fl","5 Resurrection Rd","LTCH","Respiratory","COVID-19","","2022-03-04","2022-04-02","N"
"974",974,"Sunnybrook Health Sciences Centre - Veterans Centre -","2075 Bayview Ave - LFSE","LTCH","Respiratory","Enterovirus/Rhinovirus","","2022-03-03","2022-03-14","N"
"975",975,"William Osler Health System - Etobicoke - 7E Cardiology","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-03-03","2022-03-15","N"
"976",976,"Bayshore - 6th Fl","221 Milner Ave","Transitional Care","Respiratory","COVID-19","","2022-03-02","2022-03-20","N"
"977",977,"The Village of Humber Heights - Alderwood","2245 Lawrence Ave W","LTCH","Respiratory","Respiratory syncytial virus","","2022-02-28","2022-03-07","N"
"978",978,"St. Hilda's Towers - 3rd Fl","2339 Dufferin St","Transitional Care","Respiratory","COVID-19","","2022-02-26","2022-03-18","N"
"979",979,"Sunnybrook Health Sciences Centre - St. John's Rehab - A4","285 Cummer Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-02-26","2022-03-22","N"
"980",980,"Scarborough Health Network - Centenary -","2867 Ellesmere Road - 10W (Mental Health Unit)","Hospital-Acute Care","Respiratory","COVID-19","","2022-02-25","2022-03-08","N"
"981",981,"Lakeside Long Term Care Centre - 4th Fl Office Area","150 Dunn Ave","LTCH","Respiratory","COVID-19","","2022-02-23","2022-03-07","N"
"982",982,"Seven Oaks - Office","9 Neilson Rd","LTCH","Respiratory","COVID-19","","2022-02-23","2022-03-05","N"
"983",983,"University Health Network - Toronto General - 6 MA","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-02-23","2022-03-08","N"
"984",984,"True Davidson Acres - 1st, 2nd, 3rd, 4th Fl -","200 Dawes Rd - Basement/Kitchen","LTCH","Respiratory","COVID-19","","2022-02-22","2022-04-14","N"
"985",985,"William Osler Health System - Etobicoke - 10E Medicine","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-02-22","2022-03-04","N"
"986",986,"Kipling Acres - 2N & Kitchen","2233 Kipling Ave","LTCH","Respiratory","COVID-19","","2022-02-20","2022-03-08","N"
"987",987,"Sts. Peter and Paul Residence","221 Milner Ave","Retirement Home","Respiratory","COVID-19","","2022-02-20","2022-03-25","N"
"988",988,"Centre for Addiction and Mental Health - Unit GAUB","1001 Queen Street West","Hospital-Chronic Care","Respiratory","COVID-19","","2022-02-19","2022-03-12","N"
"989",989,"Trillium Health Partners - McCall Continuing Care - 3rd Fl","140 Sherway Drive","Hospital-Chronic Care","Respiratory","COVID-19","","2022-02-19","2022-03-14","N"
"990",990,"Sunnybrook Health Sciences Centre - St. John's Rehab - A1","285 Cummer Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-02-16","2022-03-04","N"
"991",991,"Kennedy Lodge - 2 South","1400 Kennedy Rd","LTCH","Respiratory","COVID-19","","2022-02-15","2022-03-05","N"
"992",992,"Wesburn Manor - 2S,2N,4S & 4N","400 The West Mall","LTCH","Respiratory","COVID-19","","2022-02-15","2022-03-10","N"
"993",993,"Kensington Gardens - North Building - 1 & 3 East","45 Brunswick Ave","LTCH","Respiratory","COVID-19","","2022-02-10","2022-03-08","N"
"994",994,"Sinai Health System - Hennick Bridgepoint Hospital - 2S","1 Bridgepoint Dr","Hospital-Chronic Care","Respiratory","COVID-19","","2022-02-08","2022-02-17","N"
"995",995,"Bradgate Arms - 2nd & 6th Fl","54 Foxbar Rd","Retirement Home","Respiratory","COVID-19","","2022-02-07","2022-02-25","N"
"996",996,"Runnymede Healthcare Centre - 3 East","625 Runnymede Road","Hospital-Chronic Care","Respiratory","COVID-19","","2022-02-05","2022-02-16","N"
"997",997,"West Park Healthcare Centre - 3EA","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-02-03","2022-02-19","N"
"998",998,"Baycrest Hospital - North York - H6W","3560 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-02-02","2022-02-18","N"
"999",999,"Rekai Centre - Wellesley Central Place - Kitchen","160 Wellesley St E","LTCH","Respiratory","COVID-19","","2022-02-02","2022-02-11","N"
"1000",1000,"University Health Network - Toronto General - ES 13","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-02-02","2022-02-14","N"
"1001",1001,"Scarborough Health Network - Birchmount - 4D","3030 Birchmount Rd.","Hospital-Acute Care","Respiratory","COVID-19","","2022-02-01","2022-02-14","N"
"1002",1002,"Alexis Lodge Retirement Residence - Building 705","705 - 707 Ellesmere Road","Retirement Home","Respiratory","COVID-19","","2022-01-31","2022-02-22","N"
"1003",1003,"Delmanor Wynford","187 Wynford Dr","Retirement Home","Respiratory","COVID-19","","2022-01-31","2022-02-11","N"
"1004",1004,"Rekai Centre - Sherbourne Place - 4th Fl","345 Sherbourne St","LTCH","Respiratory","COVID-19","","2022-01-30","2022-02-21","N"
"1005",1005,"Ivan Franko Home - 3 West","767 Royal York Rd","LTCH","Respiratory","COVID-19","","2022-01-29","2022-02-14","N"
"1006",1006,"Scarborough Health Network - Centenary - 5W - Surgery","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-29","2022-02-09","N"
"1007",1007,"Humber River Hospital - Wilson - 9 West","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-28","2022-02-08","N"
"1008",1008,"Pine Villa Seniors Transitional Care - 2nd Fl","1035 Eglinton Avenue W","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-28","2022-02-07","N"
"1009",1009,"Unity Health Toronto - St. Michael's - Palliative Care Unit","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-27","2022-02-05","N"
"1010",1010,"Centennial Park Place","25 Centennial Park Rd","Retirement Home","Respiratory","COVID-19","","2022-01-26","2022-02-11","N"
"1011",1011,"Humber River Hospital - Wilson - 12 West","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-26","2022-02-11","N"
"1012",1012,"Michael Garron Hospital - F3","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-26","2022-02-02","N"
"1013",1013,"North York General Hospital - General Site - 8W","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-26","2022-02-16","N"
"1014",1014,"Fountain View Care Community - 2A & 2B","1800 O'Connor Dr","LTCH","Respiratory","COVID-19","","2022-01-25","2022-02-24","N"
"1015",1015,"Rose of Sharon Korean Long Term Care - 6th Fl","17 Maplewood Ave","LTCH","Respiratory","COVID-19","","2022-01-25","2022-02-18","N"
"1016",1016,"Humber River Hospital - Wilson - 9 East","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-24","2022-02-04","N"
"1017",1017,"Unity Health Toronto - St. Michael's - 16CN","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-24","2022-02-02","N"
"1018",1018,"North York General Hospital - General Site - 5N & 5S","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-23","2022-02-07","N"
"1019",1019,"Scarborough Health Network - Centenary - 9 West","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-23","2022-02-07","N"
"1020",1020,"University Health Network - Toronto Western - 6A","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-23","2022-02-03","N"
"1021",1021,"West Park Healthcare Centre - 3WD","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-23","2022-02-05","N"
"1022",1022,"Sinai Health System - Hennick Bridgepoint Hospital - 7N","1 Bridgepoint Dr","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-22","2022-02-03","N"
"1023",1023,"Baycrest Hospital - North York - 7 West","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-20","2022-02-07","N"
"1024",1024,"Humber River Hospital - Church Site - C2N","200 Church Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-20","2022-02-04","N"
"1025",1025,"Scarborough Health Network - Birchmount - Scarborough -","3030 Birchmount Rd - G3C- Mental Health","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-20","2022-02-03","N"
"1026",1026,"Sinai Health System - Mount Sinai - 10N","600 University Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-20","2022-02-06","N"
"1027",1027,"Scarborough Health Network - Centenary - 9E","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-19","2022-02-08","N"
"1028",1028,"Scarborough Health Network - Scarborough General -","3030 Lawrence Ave. E. - 2C-Nephorology","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-19","2022-02-02","N"
"1029",1029,"Scarborough Health Network - Scarborough General -","3030 Lawrence Ave. E.- T 9-Medicine","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-19","2022-01-30","N"
"1030",1030,"Unity Health Toronto - St. Joseph's - 3M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-19","2022-02-03","N"
"1031",1031,"William Osler Health System - Etobicoke - 9W CCC","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-19","2022-02-01","N"
"1032",1032,"Scarborough Health Network - Scarborough General -","3030 Lawrence Ave. E. - 4E Medicine","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-18","2022-02-05","N"
"1033",1033,"Trillium Health Partners-McCall Continuing Care - 3rd Fl","140 Sherway Drive","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-18","2022-01-23","N"
"1034",1034,"Unity Health Toronto - St. Michael's - 7CC South","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-18","2022-01-27","N"
"1035",1035,"Amica Bayview Village - 2nd Fl","15 Barberry Pl","Retirement Home","Respiratory","COVID-19","","2022-01-17","2022-02-12","N"
"1036",1036,"Centre for Addiction and Mental Health - Queen Street Site -","1001 Queen Street West - Unit 1-3","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-17","2022-01-30","N"
"1037",1037,"Pine Villa Seniors Transitional Care - 4th Fl","1035 Eglinton Avenue W","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-17","2022-01-25","N"
"1038",1038,"Runnymede Healthcare Centre - 4W","625 Runnymede Road","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-17","2022-02-04","N"
"1039",1039,"Centre for Addiction and Mental Health - Queen Street Site -","1001 Queen Street West - Unit 3-1","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-16","2022-01-28","N"
"1040",1040,"Scarborough Health Network - Scarborough General - H6T","3030 Lawrence Ave. E.","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-16","2022-02-02","N"
"1041",1041,"West Park Healthcare Centre - 2EC","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-16","2022-02-02","N"
"1042",1042,"Unity Health Toronto - Providence - A5","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-15","2022-01-27","N"
"1043",1043,"Les Centres D'accueil Heritage - Client Residence","33 Hahn Pl","LTCH","Respiratory","COVID-19","","2022-01-14","2022-01-24","N"
"1044",1044,"Markham Stouffville Hospital - Finch Site - 5W","2111 Finch Ave W","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-14","2022-01-27","N"
"1045",1045,"Sinai Health System - Hennick Bridgepoint Hospital - 3S","1 Bridgepoint Dr","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-14","2022-02-04","N"
"1046",1046,"Unity Health Toronto - Providence - B4","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-14","2022-01-28","N"
"1047",1047,"Unity Health Toronto - St. Joseph's -","30 The Queensway - Dialysis Unit - Main & Satellite Site","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-14","2022-02-04","N"
"1048",1048,"Villa Karuna Home for Seniors","602 Brimley Rd","Retirement Home","Respiratory","COVID-19","","2022-01-14","2022-02-08","N"
"1049",1049,"Baycrest Hospital - 4 West","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-13","2022-01-19","N"
"1050",1050,"Centennial Park Place - Kitchen/Dining Room","25 Centennial Park Rd","Retirement Home","Respiratory","COVID-19","","2022-01-13","2022-01-19","N"
"1051",1051,"Unity Health Toronto - Houses of Providence - HOP 2 West","3276 St. Clair Avenue East","LTCH","Respiratory","COVID-19","","2022-01-13","2022-01-27","N"
"1052",1052,"Unity Health Toronto - St. Michael's -","30 Bond Street - In-Centre Dialysis Unit","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-13","2022-02-04","N"
"1053",1053,"Baycrest Hospital - North York - 7 East","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-12","2022-01-30","N"
"1054",1054,"Trillium Health Partners - Moir Family Centre -","150 Sherway Dr - CCC Unit","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-12","2022-01-30","N"
"1055",1055,"University Health Network - Bickle Centre - North 3","130 Dunn Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-12","2022-02-12","N"
"1056",1056,"University Health Network - Toronto Western - 3B","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-12","2022-01-24","N"
"1057",1057,"University Health Network - Toronto Western - 5A","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-12","2022-02-04","N"
"1058",1058,"William Osler Health System - 8W Surgical","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-12","2022-01-25","N"
"1059",1059,"Bethseda Home (Partridge)","4 Partridge Lane","Retirement Home","Respiratory","COVID-19","","2022-01-11","2022-02-03","N"
"1060",1060,"Bethseda Home (Silversted)","76 Silversted Dr","Retirement Home","Respiratory","COVID-19","","2022-01-11","2022-01-31","N"
"1061",1061,"North York General Hospital - 7N & 7W","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-11","2022-01-28","N"
"1062",1062,"North York General Hospital - General Site - 4W","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-11","2022-01-27","N"
"1063",1063,"Sunnybrook Health Sciences Centre - St. John's Rehab - A1","285 Cummer Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-11","2022-01-23","N"
"1064",1064,"Sunnybrook Health Sciences Centre - Veterans Centre -","2075 Bayview Ave - LFSW","LTCH","Respiratory","COVID-19","","2022-01-11","2022-02-07","N"
"1065",1065,"University Health Network - University Centre - 7S","550 University Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-11","2022-01-22","N"
"1066",1066,"University Health Network - University Centre - 8S","550 University Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-11","2022-01-25","N"
"1067",1067,"Bradgate Arms - 3rd Fl & Kitchen","54 Foxbar Rd","LTCH","Respiratory","COVID-19","","2022-01-10","2022-01-21","N"
"1068",1068,"Centre for Addiction and Mental Health - Queen Street Site -","1001 Queen Street West - Unit 3-5","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-10","2022-02-01","N"
"1069",1069,"Salvation Army Toronto Grace Health Centre - 4th Fl","650 Church St","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-10","2022-01-31","N"
